label	text
SAR	more youtubers should be like  . a very lovable person . love you bro no homo  
SAR	steak ' n shake after the hockey game tonight is all i am looking forward to 
SAR	can not wait for convention 
NON	i wish i had kim kardashian ' s talent of not having any talent and making money out of it .
SAR	i am so excited to hear speak today ! thanks
SAR	 i hate when black clothes are a kinda different type of black and it doesnt match 
SAR	 yay ! dorky is great , if it makes you happy then go for it . everyone needs to be able to let loose sometime .
NON	another reason why i am getting off social media . these people will poison your mind with rubbish validation
SAR	 do not drink too much
NON	when people say , when i was little i .  and i m just sitting there awkwardly like , damn i still do that . 
NON	rt lord krishna taught arjun to kill the relatives who bother . i think he was the coolest teacher .
SAR	poznan eskulap tonight ! who ' s excited ? we cant wait to meet all you polish bambinos !
SAR	i swear my spam account is the best thing ever
SAR	me trynna get my life under control
SAR	my friends are total jerks but i love them
SAR	 i am sorry for your loss , you must be devastated at this time . i ' d like to say it gets better but well .
SAR	 so does make america great again the way u implied it was also apply to u as many times as u used it  it ' s a lie
SAR	when you get to sleep in tomorrow without having an alarm waking you up    best feeling ever 
SAR	 khloe come on for real   for jeans , that ' s ridiculous . your jeans are no different from any other pair out there .
SAR	 yay ! we are glad to hear that you are now reunited with your fitness buddy !  back on track 
NON	 hi jane , we ' d love to feature you in our what are doctors thankful for ? post , do you have two minutes ?
SAR	 people who call other people ugly for no good reason have ugly personalities , ur hot  
SAR	 more fake checks in the mail as you  sop  in business . real businesses do not cheat people and pay their bills . you are scum
NON	i cant wait to start school . i miss paul mitchell  !
SAR	our small , stupid conversations mean so much more to me than you will ever know .
SAR	i love school bc a  on a math test dropped my entire grade by  points and a  on the next one brought it up by  .  points
NON	not being able to drink this weekend at my cousins partners party is gonna suck balls .
SAR	of coz it ' s becoz they dont accept you . but if were to ask why so it happen , do not you think there ' s a possibility to my reason ?
NON	whoever says you can not cram for a test just did not try hard enough
NON	went thru more numbers than i had since high school algebra class . bottom line for me award is not for best at end of  but full year
NON	when u realise that one direction have officially fucked up your entire life ,  thanks boys   am as 1 d 
NON	the best nicknames are the ones people do not know they have .
NON	looks like i will have  hours of sleep tonight  cool 
NON	if i ever am on time i literally deserve a million dollars and an award .  foreverlate 
SAR	 i need to come ovr there then , if you all do something let me know
NON	when picking a song to represent your relationship , go for something obscure in case you ever break up . mine is the national anthem of peru .
NON	this is the only comment you should be leaving on porn sites why are you doing this ? please come home . your mother and i are heartbroken .
SAR	been an awesome birthday with good company ! thank you everyone for the messages    blessed 
NON	im to  fucking nice for this world even though im a bitch
NON	why do some couples make their status single every time they fight . i do not put orphan when i get into fights with my parents .
SAR	when i saw her walking down the street she look so fine i just had to speak
SAR	i was given  weeks to do this assignment and i am just starting it right now .  the day that it ' s due .  challenge accepted 
SAR	  thanks for fixing my problem ! beme team sebastian  finally i can use my favorite app again  
SAR	something great is happening at midnight
NON	 it ' s so fun sitting on ur burnt butt all day in leggings
NON	a good neighbor is one that does not put a password on their wifi .
SAR	you dont have to say everything to be a light . sometimes a fire built on a hill will bring interested people to your campfire  aldub run away 
NON	man , i love katie . if one of us goes down , we both go down .
NON	it ' s pretty terrible when your boss has a bad attitude . very motivating .
SAR	this man gna drive me to orlando with the gas tank on e awa  he coulda fill up 
NON	this bar exam is great
NON	 rt i  might be polite on chat but you will never knew that i was typing with my middle finger !
NON	when people think i care .  lol no re evaluate your life bitch
NON	 can not believe this is a money grab . you can not wish him a happy bd w / o paying ?
SAR	things are looking good right now , nice to be back on my feet after a year 
NON	yeah i do not know how to draw .
SAR	 cause all of me loves all of you , love your curves and all your edges all your perfect imperfections
SAR	can not wait to switch out of  ap u  . s . history next semester
NON	hey excuse me i just want to point something out , there ' s something on your butt . my eyes
NON	talking shit about our school but yall school never made it to montgomery  ill continue to wait  
NON	the rain makes my hair crinkly , ya know
NON	oh monday . you have treated me well .
NON	i will not be impressed with technology until i can download food from the internet .
NON	the one night you need a little lie in and i am up at   fair
SAR	still no reply .  guess i am right 
